screen_name,tweet_id,date,tweet_text,tweet_ja,fav,ret,tweeted
JustinTrudeau,1588723892540932096,2022-11-05 02:44:27,RT @AnitaAnandMP: Les militaires des @ForcesCanada basés à la BFC Edmonton sont en route pour la Pologne. Les soldats canadiens offriront d…,RT @AnitaAnandMP: CFB Edmontonに所属するカナダ軍兵士がポーランドへ向かっています。カナダ兵が提供するのは...,0,19,1
gabrielboric,1588724567895605248,2022-11-05 02:47:08,Un honor conocerte Joseph. Tu historia es esperanza para tod@s. Un abrazo gigante! https://t.co/oVXGiBQkh9,ジョセフさんにお会いできて光栄です。あなたの物語は、みんなの希望です。巨大なハグ！ https://t.co/oVXGiBQkh9,7033,708,1
petrogustavo,1588743770996346880,2022-11-05 04:03:27,"RT @Rauldelgado58: En la reunión de Hato Grande, en la cual participé como Director de ART, el Señor  Presidente @petrogustavo reiterò el c…",RT @Rauldelgado58: ARTディレクターとして参加したハトグランデでの会議で、@petrogustavo 大統領は再び、「このような事態を招いたのは、私たちにとって非常に重要なことだ」と述べた。,0,95,1
petrogustavo,1588738889350778881,2022-11-05 03:44:03,RT @BluRadioCo: #AlAire “Los beneficiados a los que se les condonará la deuda con el @ICETEX tenían una cartera por 15 mil millones de peso…,RT @BluRadioCo: #AlAire 「@ICETEXとの債務が帳消しになる受益者は150億ペソのポートフォリオを持っていた...」と。,0,70,1
petrogustavo,1588733905154154496,2022-11-05 03:24:14,RT @santy_preciado: En mi Medellín somos la capital del textil y el presidente @petrogustavo en campaña habló sobre proteger nuestro sector…,RT @santy_preciado: 私の住むメデジンは繊維の街で、ペトログスタボ大統領は選挙戦で私たちの分野の保護について話していました...。,0,909,1
petrogustavo,1588708405728153601,2022-11-05 01:42:55,"En el año 2015, el metro subterraneo de Bogotá, hasta la calle 127, costaba 14 billones de pesos hoy ese mismo tram… https://t.co/SPcBMEGUU6",2015年、ボゴタの地下鉄は127番通りまでで140億ペソでした。 今日、同じ路面電車... https://t.co/SPcBMEGUU6,9145,2645,1
petrogustavo,1588708401269202944,2022-11-05 01:42:54,Ningun contratista puede abrogarse el derecho unilateral de parar desde un satelite 9 carros al servicio de la segu… https://t.co/BDWt4ulaNL,いかなる請負業者も、公衆に奉仕する衛星9号車から停止させる一方的な権利を自分に横取りすることはできない... https://t.co/BDWt4ulaNL,1499,578,1
nayibbukele,1588707672706060288,2022-11-05 01:40:00,RT @Benaskren: Man @nayibbukele interview on @TuckerCarlson was 🔥🔥🔥 check it out,RT @Benaskren:TuckerCarlsonのnayibbukeleのインタビューは最高だった🔥🔥チェックしてね,0,115,1
melitozelaya,1588712059642216449,2022-11-05 01:57:26,"RT @AP: BREAKING: Nike announced it has halted its relationship with Brooklyn Nets star Kyrie Irving, saying it condemns ""any form of antis…",RT @AP:速報】ナイキがブルックリン・ネッツのスター選手、カイリー・アービングとの関係を停止したと発表した。,0,306,1
narendramodi,1588753279890378753,2022-11-05 04:41:14,"Infra creation and circular economy, both will get an impetus. Compliments to all those involved with this effort. https://t.co/qpRxuFq3Sm",インフラ整備と循環型経済、その両方が促進されるでしょう。この取り組みに関わったすべての人に賛辞を送りたい。https://t.co/qpRxuFq3Sm。,2016,681,1
narendramodi,1588752982954606593,2022-11-05 04:40:03,Wonderful initiative which will further women empowerment! https://t.co/YRSCYBFydh,女性のエンパワーメントにつながる素晴らしい取り組みです！ https://t.co/YRSCYBFydh,1853,682,1
narendramodi,1588752861152018433,2022-11-05 04:39:34,Seema Darshan Project adds a new dimension to the tourism sector. It gives the opportunity to appreciate the resili… https://t.co/Idf20fLot1,Seema Darshanプロジェクトは、観光部門に新たな次元をもたらします。それは、溌剌とした姿を鑑賞する機会を与えてくれる... https://t.co/Idf20fLot1,1894,688,1
jokowi,1588711519575244801,2022-11-05 01:55:17,"Selamat pagi. Bonus demografi bukanlah beban, melainkan sebuah kekuatan. https://t.co/520F364jKT",おはようございます。人口ボーナスは負担ではなく、強みになる。https://t.co/520F364jKT。,4104,534,1
IsmailSabri60,1588724093670789120,2022-11-05 02:45:15,Gema sorakan luar biasa yang ditampilkan bukan sahaja menjadi pembakar semangat tetapi aspirasi Keluarga Malaysia y… https://t.co/x1A9FrHF6R,並々ならぬ歓声が響き渡り、士気を高めただけでなく、マレーシアのファミリーの志... https://t.co/x1A9FrHF6R,45,12,1
IsmailSabri60,1588723907510833153,2022-11-05 02:44:31,"Dengan nama Allah, Yang Maha Pemurah lagi Maha Penyayang.

Pagi yang penuh bersemangat bersama lautan biru Barisan… https://t.co/M6vXAYsKUG","慈悲あまねく慈愛深いアッラーの御名において。

バリサンの青い海を見ながら、活気ある朝... https://t.co/M6vXAYsKUG",121,49,1
JoeBiden,1588705166185881601,2022-11-05 01:30:02,Working families can’t afford the Republican agenda. https://t.co/06GI2M9Rz3,労働者世帯は共和党のアジェンダを買う余裕がない。https://t.co/06GI2M9Rz3。,6749,2852,1
NicolasMaduro,1588712841917652992,2022-11-05 02:00:33,"Complacido con la grata visita de nuestro amigo @ComradeRalph, Primer Ministro de San Vicente y Las Granadinas. Som… https://t.co/zpHXJirWpo",セントビンセントおよびグレナディーン諸島の首相であるラルフ同志の訪問を歓迎します。ソム... https://t.co/zpHXJirWpo,298,460,1
NicolasMaduro,1588711550306504705,2022-11-05 01:55:25,"¡Na Guará! Miren al Presidente Nicolás y a SuperBigote en miniatura, hechos con las manos creativas de nuestro pueb… https://t.co/qUoFeJ7p9c",Na Guará!ニコラ大統領とスーパーマスタッシュのミニチュアをご覧ください。私たちのクリエイティブな手によって作られた... https://t.co/qUoFeJ7p9c,489,592,1
NicolasMaduro,1588710274055671808,2022-11-05 01:50:20,"¡Somos el buen equipo del Pueblo de Venezuela! Tenemos que mantener el ritmo de la exigencia y la autoexigencia, co… https://t.co/lQopHVQhJF",私たちは、ベネズエラの人々の良きチームなのです私たちは、要求と自己のペースに合わせ、コ... https://t.co/lQopHVQhJF,330,521,1
NicolasMaduro,1588709823516147712,2022-11-05 01:48:33,El Convenio Integral entre Cuba - Venezuela ha brindando beneficios al pueblo y ha sido la operación humanitaria má… https://t.co/X9pFGgi7uL,キューバとベネズエラの間の統合協定は、国民に利益をもたらし、最も重要な人道的活動... https://t.co/X9pFGgi7uL,340,500,1
NicolasMaduro,1588709059964043264,2022-11-05 01:45:31,"Estuvimos en el CDI ""María Genoveva Guerrero Ramos”, en una extraordinaria jornada de trabajo dedicada a la salud d… https://t.co/Qp6zLG9LUB",私たちは、CDI「María Genoveva Guerrero Ramos」にて、子どもたちの健康に捧げる特別な一日を過ごしました... https://t.co/Qp6zLG9LUB。,418,595,1
NYESH10,1588769235018592256,2022-11-05 05:44:38,"RT @_CrazyNairobian: Kama unatafta Fundi wa Anything electronic including Dildos, kuja Imenti House First floor, stall number 2... You're w…","RT @_CrazyNairobian:Kama unatafta Fundi wa Anything electronic including Dildos, kuja Imenti House First floor, stall number 2...あなたは...",0,17,1
NYESH10,1588769191381065730,2022-11-05 05:44:27,RT @_CrazyNairobian: Another short story... https://t.co/hyQJHoF15d,RT @_CrazyNairobian:またまた短編集... https://t.co/hyQJHoF15d,0,440,1
NYESH10,1588769080311676928,2022-11-05 05:44:01,RT @GabrielBuule: He kept enjoying tea as his own children and wife kept roasting him for extra marital affairs. This man is able to work u…,RT @GabrielBuule:自分の子供や妻が不倫で炙り出される中、紅茶を飲み続けた。この人は仕事ができる人なんだ。,0,4292,1
NYESH10,1588769001861435393,2022-11-05 05:43:42,RT @martin_mainar: Atleast leo usiku sitabishiwa na majirani. https://t.co/bcQzhxJ4YF,RT @martin_mainar:少なくとも、leo usiku sitabishiwa na majirani. https://t.co/bcQzhxJ4YF.,0,54,1
NYESH10,1588768933733027840,2022-11-05 05:43:26,RT @comradefyat: Kama unafuliza ndio ubet just know that you are so foolish and your ancestors are ashamed of you,RT @comradefyat:カマ・ウナフリザ・ンジオ・ウベット...あなたはとても愚かで、あなたの祖先はあなたを恥じているのです。,0,70,1
SahleWorkZewde,1588761393955803136,2022-11-05 05:13:28,https://t.co/wUw5SOcgjx,https://t.co/wUw5SOcgjx,33,9,1
AbdulHamidAhmad,1588875670847115264,2022-11-05 12:47:34,RT @GulfNewsBiz: An offplan property boom. More high-visibility infrastructure projects. Some relief on building material costs. UAE’s cons…,RT @GulfNewsBiz:オフプランの不動産ブーム。視認性の高いインフラプロジェクトが増加。建築資材のコスト削減。UAEのコンセ...,0,4,1
AbdulHamidAhmad,1588875630091079681,2022-11-05 12:47:24,RT @GulfNewsBiz: How Dar is shaping sustainable policy solutions for the built environment  https://t.co/taXkHjv876,RT @GulfNewsBiz:ダールはどのように建築環境のための持続可能な政策ソリューションを形成しているのか https://t.co/taXkHjv876,0,1,1
AbdulHamidAhmad,1588875358430167043,2022-11-05 12:46:19,RT @Friday_Magazine: Lucid dreaming: Could hacking your dreams give you benefits?  https://t.co/fXuH1jfzTO,RT @Friday_Magazine:明晰夢。夢をハッキングするとメリットがあるかも？ https://t.co/fXuH1jfzTO,0,1,1
AbdulHamidAhmad,1588863951357575169,2022-11-05 12:01:00,Real to reel: When real-life criminals inspired Hollywood and Bollywood films  https://t.co/CWgZ9YZeez,リアルからリールへ。実在の犯罪者がハリウッド映画やボリウッド映画にインスピレーションを与えたとき https://t.co/CWgZ9YZeez,0,0,1
AbdulHamidAhmad,1588849015965339648,2022-11-05 11:01:39,Iran acknowledges sending drones to Russia for first time  https://t.co/Fj5n9JMJzh,イラン、ロシアへの無人機送付を初めて認める https://t.co/Fj5n9JMJzh,1,0,1
LulaOficial,1588865746238836738,2022-11-05 12:08:08,Bom dia https://t.co/85c84JwQHM,爆撃しろ https://t.co/85c84JwQHM,46031,4389,1
JustinTrudeau,1588915953156313089,2022-11-05 15:27:38,We’ve doubled the GST Tax Credit for six months for nearly 11 million households. This will help more than half of… https://t.co/nPeJr1cSLM,我々は、約1100万世帯を対象に、GSTタックスクレジットを6ヶ月間倍増させた。これにより、半数以上の... https://t.co/nPeJr1cSLM,194,36,1
JustinTrudeau,1588915881018798080,2022-11-05 15:27:21,Nous avons doublé le crédit d’impôt pour la TPS durant six mois pour près de 11 millions de ménages. Cette mesure v… https://t.co/SukKrbdLqv,"私たちは、約 1,100 万世帯を対象に、GST 税額控除を 6 ヶ月間にわたり 2 倍にしました。この施策により、... https://t.co/SukKrbdLqv",54,10,1
JustinTrudeau,1588879763988709377,2022-11-05 13:03:50,"In times of war, in military conflicts, and in times of peace, we’ve counted on our women and men in uniform. To th… https://t.co/tyrjcbgiOb",戦時中、軍事衝突の時、そして平和な時、私たちは制服を着た女性や男性を頼りにしてきました。そのために... https://t.co/tyrjcbgiOb,507,82,1
JustinTrudeau,1588879738616967168,2022-11-05 13:03:44,"En période de guerre, de conflits militaires ou de paix, on a compté sur nos femmes et nos hommes en uniforme. À ce… https://t.co/XLftWXJ1G2",戦争や軍事衝突、平和の時代、私たちは制服を着た男性や女性を頼りにしてきました。このとき... https://t.co/XLftWXJ1G2,106,17,1
GmahamatIdi,1588909513658490880,2022-11-05 15:02:03,"Entretien ce samedi avec le PDG du Groupe ARISE, M. Gagan GUPTA. Le partenariat entre le Tchad et le Groupe a été a… https://t.co/v1Cch2jZGO",今週土曜日、ARISE Group CEOのGagan GUPTA氏にインタビュー。チャドと当グループのパートナーシップは... https://t.co/v1Cch2jZGO,33,2,1
petrogustavo,1588913036651528193,2022-11-05 15:16:03,Un saludo especial a la @PoliciaColombia por sus 131 años. Velar por la seguridad y los derechos de los ciudadanos… https://t.co/alBev22rma,131年の歴史を持つ@PoliciaColombiaに特別な敬意を表します。市民の安心と権利を見守る... https://t.co/alBev22rma,1746,468,1
petrogustavo,1588908070440435713,2022-11-05 14:56:19,RT @ELTIEMPO: 📒 ¡Atento! ✋ Se vienen dos beneficios: la condonación total de la deuda y la eliminación de sus registros en las centrales de…,RT @ELTIEMPO: 📒気をつけて!✋ 債務の全額免除と、中央銀行への記録抹消という2つのメリットがある...。,0,204,1
petrogustavo,1588854853996253184,2022-11-05 11:24:51,Invito a todos los gobiernos latinoamericanos y del mundo a llamar a por poner fin a la guerra e iniciar negociacio… https://t.co/17oaTIGrIB,すべてのラテンアメリカおよび世界各国政府に、戦争の終結と交渉開始を求める... https://t.co/17oaTIGrIB,5266,1506,1
DiazCanelB,1588850090663612416,2022-11-05 11:05:55,"Muchas felicidades, querido Enrique. Tu proyecto Quisicuaba, obra de infinito amor, es un ejemplo para todos. Un ab… https://t.co/uqBkJuKlTG",おめでとう、親愛なるエンリケ。あなたのキシクアバ・プロジェクトは、無限の愛に満ちた作品で、私たちのお手本となるものです。アブ... https://t.co/uqBkJuKlTG,634,518,1
DiazCanelB,1588849018469199872,2022-11-05 11:01:40,Felicitaciones Alpidio. #CubaEsCultura https://t.co/2m7dLIoUX9,アルピディオおめでとうございます。#CubaEsCultura https://t.co/2m7dLIoUX9,507,414,1
DiazCanelB,1588848603560218624,2022-11-05 11:00:01,Bloqueo de todos los días; resistencia creativa de todas las horas es lo que sentimos en visita a los municipios pi… https://t.co/flJqzcp5Qu,日常的なブロック化、24時間体制での創造的抵抗は、小さな自治体を訪問したときに感じるものです... https://t.co/flJqzcp5Qu,839,705,1
DiazCanelB,1588848539626414080,2022-11-05 10:59:45,#Fidel: “Reiteramos aquí tan solo que para nosotros la premisa es la paz y que la paz está estrechamente vinculada… https://t.co/sMRPozPxyd,#フィデル：「私たちにとって前提は平和であり、平和は密接に関連していることをここで繰り返すだけです...」 https://t.co/sMRPozPxyd,1406,1117,1
MMarreroCruz,1588863515942879232,2022-11-05 11:59:16,"#Raúl: “Son la unidad y la solidaridad, la marcha unida en defensa de nuestros objetivos e intereses comunes, la ún… https://t.co/aKhNq0aC4l",#Raúl: 「それは団結と連帯であり、共通の目標と利益を守るための統一された行進であり、統一... https://t.co/aKhNq0aC4l,399,379,1
P_Fiala,1588870864321200128,2022-11-05 12:28:28,"Na zločiny komunistického režimu nesmíme zapomenout a musíme je připomínat našim dětem a vnukům – nejen proto, aby… https://t.co/Y6v12XDS0t",私たちは共産主義政権の犯罪を忘れてはならないし、私たちの子供や孫にそれを思い出させなければならない-だけでなく、... https://t.co/Y6v12XDS0t,365,24,1
P_Fiala,1588870862471835648,2022-11-05 12:28:28,Ve věznici Pankrác bylo 5. listopadu 1949 oběšeno šest odbojářů v souvislosti s přípravou údajného protikomunistick… https://t.co/KZ70mMEQCl,1949年11月5日、6人のレジスタンス闘士が、反共産主義の疑惑の準備に関連して、パンクラーツ刑務所で絞首刑に処されました... https://t.co/KZ70mMEQCl,510,40,1
P_Fiala,1588802387170295808,2022-11-05 07:56:22,"Česká republika je připravena podílet se aktivně na poválečné obnově Ukrajiny, konkrétně Dněpropetrovské oblasti.… https://t.co/FNzpTZgk39",チェコ共和国は、ウクライナ、特にドニプロペトロフスク地方の戦後復興に積極的に参加する用意があります... https://t.co/FNzpTZgk39,741,31,1
LassoGuillermo,1588921959265423362,2022-11-05 15:51:30,"Hoy desde Santo Domingo lideraré el Puesto de Mando Unificado. Queridos santodomingueños no están solos, ejecutarem… https://t.co/Guz0YWhRqg",今日はサントドミンゴから、統合司令部を指揮します。santodomingueñosの皆さん、あなたは一人ではありません、走りましょう... https://t.co/Guz0YWhRqg,134,38,1
NYESH10,1588813536608022529,2022-11-05 08:40:40,RT @Hoodville_: All this talk about Drake and 21 Savage dropping ‘Her Loss’ reminds me when we were together and I dropped you then I reali…,RT @Hoodville_:ドレイクと21サベージが'Her Loss'をリリースした話を聞くと、僕らが一緒にいた頃、君を落としてしまったことを思い出すよ...,0,1658,1
NYESH10,1588810848986099712,2022-11-05 08:29:59,@izkctm @wainoee https://t.co/4ADknLJOLj,@izkctm @wainoee https://t.co/4ADknLJOLj,0,0,1
NYESH10,1588810282255601666,2022-11-05 08:27:44,Maybe caretaker juu sijalipa rent. https://t.co/QA0h3S0Pd1,たぶん管理人juu sijalipaの家賃。 https://t.co/QA0h3S0Pd1,0,0,1
NYESH10,1588799877584388096,2022-11-05 07:46:23,"RT @Pearloysias: I buy things that beautify my life. Even if I'm having a bad day, I can boil water in a beautiful kettle, make coffee in a…",RT @Pearloysias:私は自分の生活を美しくするものを買います。たとえ嫌なことがあっても、美しいケトルでお湯を沸かしたり、コーヒーを...,0,19572,1
NYESH10,1588795992790691840,2022-11-05 07:30:57,RT @ih8rts: me texting my friends mental health advice when I belong in an asylum https://t.co/VtvrHBxrwU,RT @ih8rts: 精神病院に入院しているのに、友達にメンタルヘルスのアドバイスをメールする私 https://t.co/VtvrHBxrwU,0,73360,1
Elisabeth_Borne,1588882346002247689,2022-11-05 13:14:05,"Le projet de loi #ENR est adopté au Sénat à la quasi unanimité.

Cet accord est un bon signal pour notre projet : a… https://t.co/WuloO0P89w","上院で #ENR 法案がほぼ全会一致で可決される。

この合意は、私たちのプロジェクトにとって良いシグナルです。... https://t.co/WuloO0P89w",244,96,1
USEmbalo,1588908940494254081,2022-11-05 14:59:46,"RT @VTVcanal8: #EnVideo📹| Presidente de la República de Guinea-Bissau, @USEmbalo expresó que la dignidad humana es lo más importante, y es…",RT @VTVcanal8: #EnVideo📹｜ギニアビサウ共和国大統領、@USEmbaloは、人間の尊厳が最も重要であると表明し、それは、...,0,342,1
BalazsOrban_HU,1588864460873437185,2022-11-05 12:03:01,"Yesterday I visited the @WarsawInstitute, where we discussed the most important issues uniting HU &amp; PL.… https://t.co/cj1fbHPVmJ",昨日、私は@WarsawInstituteを訪れ、HU &amp; PLを結びつける最も重要な問題について議論しました... https://t.co/cj1fbHPVmJ,23,3,1
BalazsOrban_HU,1588863077084450818,2022-11-05 11:57:31,"RT @KatalinNovakMP: Today I appointed the board of the newly-established anti-corruption authority. As a reliable partner, Hungary 🇭🇺 keeps…",RT @KatalinNovakMP: 今日、私は新たに設立された反汚職当局の役員を任命した。信頼できるパートナーとして、ハンガリー🇭🇺はこれからも...。,0,29,1
BalazsOrban_HU,1588820075314044928,2022-11-05 09:06:39,Yesterday I had the pleasure to meet @MarekKuchcinski and congratulate him on his appointment as Head of the Chance… https://t.co/kYnuUXdBDa,昨日、私は @MarekKuchcinski にお会いし、彼が Chance のトップに就任したことをお祝いすることができました... https://t.co/kYnuUXdBDa,15,1,1
BalazsOrban_HU,1588808820490665984,2022-11-05 08:21:56,"📚🦌Yesterday I presented „The Hungarian Way of Strategy” in Warsaw, Poland that has recently been published in Polis… https://t.co/m676r8yFPz",昨日、ポーランドのワルシャワで発表した「ハンガリー流の戦略」は、最近、Polis... https://t.co/m676r8yFPz に掲載されました。,42,3,1
rashtrapatibhvn,1588827430655262720,2022-11-05 09:35:53,"President Droupadi Murmu concluded her Sikkim tour by visiting Char Dham, Namchi, and an exhibition of various loca… https://t.co/sf0PgmhZ5U",Droupadi Murmu社長は、シッキム訪問の最後に、Char Dham、Namchi、および様々な地域の展示会を訪問しました... https://t.co/sf0PgmhZ5U,3560,403,1
narendramodi,1588908965563273216,2022-11-05 14:59:52,Thank you Sundar Nagar for the tremendous affection at the rally today. The people of Himachal Pradesh are apprecia… https://t.co/YO5Fj61nKb,今日の集会で多大な愛情を注いでくれたSundar Nagarに感謝します。ヒマーチャル・プラデーシュ州の人々が感謝している... https://t.co/YO5Fj61nKb,2925,889,1
narendramodi,1588908079089090560,2022-11-05 14:56:21,Coming to Solan is very special. It brings back many pleasant memories of my previous visits and the countless inte… https://t.co/BxDWMsv5Ld,ソランに来るのはとても特別なことです。以前訪れたときの楽しい思い出がたくさん蘇り、数え切れないほど多くのインタ... https://t.co/BxDWMsv5Ld,2733,833,1
narendramodi,1588907213560561664,2022-11-05 14:52:54,कांग्रेस कभी नहीं चाहती कि रक्षा साजो-सामान के मामले में देश आत्मनिर्भर बने। लेकिन आज भारत आत्मनिर्भर होने का अभिया… https://t.co/N8utkHyQyr,कांग्रेस कभी नहीं चाहती कि रक्षा साजो-सामान के मामले में देश आत्मनिर् भर बने। लेकिन आज भारत आत्मनिर्भर होने का अभिया...」。https://t.co/N8utkHyQyr,2612,931,1
narendramodi,1588907144375590913,2022-11-05 14:52:38,"कांग्रेस हमेशा झूठे वादे करती रही है। गरीबी हटाने की बात हो या फिर वन रैंक वन पेंशन लागू करने का मामला, उसने कभी वा… https://t.co/hQtA1dJ26M","कांग्रेस हमेशा झूठे वादे करती रही है। गरीबी हटाने की बात हो फिर वन रैंक वन पेंशन लागू करने का मामला, उसने कभी वा... https://t.co/hQtA1dJ26M。",3039,1066,1
narendramodi,1588907068660285441,2022-11-05 14:52:20,अगले 25 साल का कालखंड बहुत अहम है। अमृतकाल के इन वर्षों में हिमाचल में तेज विकास और स्थिर सरकार जरूरी है। मुझे खुशी… https://t.co/mKlRkq223K,अगले 25 साल का काल खं डहुत अहम है। अमृ तकाल केइन वर्षों में हिमाचल में तेज विकास और स्थि र सरकार जरूरी है। मुझे खुशी... https://t.co/mKlRkq223K,1939,760,1
PresidentIRL,1588838038700175362,2022-11-05 10:18:02,"""Responsibility must be taken. It is, after all, the richest countries who have produced the lion’s share of emissi… https://t.co/4W4ywOF7A2",「責任を取らなければならない。結局のところ、排出量の大部分を生み出してきたのは、最も豊かな国々なのです... https://t.co/4W4ywOF7A2,30,7,1
PresidentIRL,1588829595192950785,2022-11-05 09:44:29,"Writing on the eve of #COP27, President Higgins has an article in today's @Independent_ie on the structural changes… https://t.co/DlTeN2hJS4",COP27の前夜に執筆したヒギンズ総裁は、今日の@Independent_ieに構造変化に関する記事を掲載しています... https://t.co/DlTeN2hJS4,55,26,1
MichealMartinTD,1588850849844903936,2022-11-05 11:08:56,"RT @fiannafailparty: 🏠Vacant and Derelict Properties: Here’s how we are tackling it AND putting money in your pocket.

The state will give…","RT @fiannafailparty です。空室と廃墟。私たちはどのようにそれに取り組み、あなたのポケットにお金を入れているのか、ご紹介します。

このような場合、国が与えるのは...",0,6,1
GiorgiaMeloni,1588864141577814023,2022-11-05 12:01:45,"Avevamo promesso agli italiani che, una volta al Governo, ci saremmo dedicati con serietà e determinazione all'emer… https://t.co/0xJHqoWAQy",私たちはイタリア国民に、政権をとったら、真剣さと決意をもって復興に専念すると約束したのです... https://t.co/0xJHqoWAQy,4284,580,1
GiorgiaMeloni,1588860192481234945,2022-11-05 11:46:04,RT @GiorgiaMeloni: @alexanderdecroo A cordial and fruitful exchange. Defending our common values of freedom and democracy and protecting ou…,RT @GiorgiaMeloni: @alexanderdecroo 誠実で実りある交流でした。自由と民主主義という私たちの共通の価値を守り、私たちを保護するために...,0,93,1
GiorgiaMeloni,1588860160428376066,2022-11-05 11:45:56,@alexanderdecroo A cordial and fruitful exchange. Defending our common values of freedom and democracy and protecti… https://t.co/R1KSqCpsqt,@alexanderdecroo 誠実で実りある交流。自由と民主主義という共通の価値を守り、保護する... https://t.co/R1KSqCpsqt,843,93,1
ACHIPatrick4,1588860369514422275,2022-11-05 11:46:46,"At the closing of the #AfricaInvestmentForum on behalf of @AOuattara_PRCI, I warmly thanked @AfDB_Group,… https://t.co/kZ4mmNgkZE",アフリカ投資フォーラムの閉会式で、アウアタラ大統領を代表して、AfDBグループ、... https://t.co/kZ4mmNgkZE に温かく感謝の意を表しました。,37,10,1
AndrewHolnessJM,1588911211596328960,2022-11-05 15:08:48,Imagine hearing the sound of a prison cell closing in on you for the next 25 years or for the rest of your life?… https://t.co/c5xkVrEnbm,今後25年間、あるいは一生、刑務所の独房が迫ってくる音を聞くことを想像してみてください... https://t.co/c5xkVrEnbm,14,4,1
kishida230,1588835484595544064,2022-11-05 10:07:53,自衛隊殉職隊員追悼式に参加し、国の存立を担う崇高な職務に殉ぜられた自衛隊員の御霊に対し、謹んで追悼の誠を捧げました。この尊い犠牲を無にすることなく御遺志を受け継ぎ、国民の命と暮らしを断固として守り抜くこと、地域と世界の平和と安定に… https://t.co/mFlkgKANVA,自衛隊殉職隊員追悼式に参加し、国の存立を担う崇高な職務に殉ぜられた自衛隊員の御霊に対し、謹んで追悼の誠を捧げました。この尊い犠牲を無にすることなく御遺志を受け継ぎ、国民の命と暮らしを断固として守り抜くこと、地域と世界の平和と安定に… https://t.co/mFlkgKANVA,3958,568,1
WilliamsRuto,1588923483949785088,2022-11-05 15:57:34,"During a food distribution exercise in Nakaalei, Turkana and Baragoi, Samburu. https://t.co/r9ZLQLl5ek",トゥルカナ州ナカエイとサンブル州バラゴイでの食糧配給演習の様子 https://t.co/r9ZLQLl5ek.,10,1,1
WilliamsRuto,1588923429042130945,2022-11-05 15:57:20,We thank the Red Cross and our development partners for their invaluable support in dealing with the famine situati… https://t.co/35vR0WJVLo,赤十字社と開発パートナーの皆様には、飢饉の状況への対応に貴重なご支援をいただきました。https://t.co/35vR0WJVLo。,13,2,1
WilliamsRuto,1588923370359308288,2022-11-05 15:57:06,"Making Kenya food secure is our long term priority. We are subsidizing farm inputs, laying a solid foundation to ha… https://t.co/B2l2XXGrF1",ケニアの食料安全保障は、私たちの長期的な優先事項です。私たちは、農作物への投入を補助し、食糧の安定供給への確かな基盤を築いています... https://t.co/B2l2XXGrF1,64,13,1
WilliamsRuto,1588809887328632832,2022-11-05 08:26:10,"Hosted the IMF Director for African Department Mr. Abebe Aemro Selassie, State House, Nairobi. https://t.co/M1hcRs16EG",IMFアフリカ局長のアベベ・アエムロ・セラシエ氏をナイロビのステートハウスで迎え、https://t.co/M1hcRs16EG。,610,85,1
WilliamsRuto,1588809858866089984,2022-11-05 08:26:03,We are grateful that the International Monetary Fund is aligned with this strategy. https://t.co/LeGgcEPIW0,国際通貨基金がこの戦略に沿っていることに感謝している。https://t.co/LeGgcEPIW0。,692,102,1
BHL,1588838715761496064,2022-11-05 10:20:43,"Voilà la guerre en #Ukraine . Voilà une image du prix payé pour la folie criminelle d’un seul, Vladimir #Putin . Il… https://t.co/chnhhb7Klq",これは #ウクライナ の戦争である。これは、ウラジーミル #プーチン という一人の犯罪者の愚行に対して支払われた代償の写真である .彼... https://t.co/chnhhb7Klq,341,130,1
LAZARUSCHAKWERA,1588818008918888448,2022-11-05 08:58:26,I have left for Egypt to attend @COP27P. #Malawi is one of most vulnerable countries to climate change. Developed c… https://t.co/ClVqwQFI0V,私は、COP27Pに出席するためエジプトに出発しました。#マラウイは、気候変動に対して最も脆弱な国の一つである。先進国... https://t.co/ClVqwQFI0V,270,41,1
IsmailSabri60,1588877622364471296,2022-11-05 12:55:19,Dokongan dan semangat yang luar biasa para jentera dan penyokong BN di seluruh negara ini adalah manifestasi rakyat… https://t.co/HjukB4m0mV,全国のBNボランティアやサポーターの方々の素晴らしい意欲と精神の表れです... https://t.co/HjukB4m0mV,22,7,1
IsmailSabri60,1588877559055671298,2022-11-05 12:55:04,Saya turut berbangga dengan kebangkitan gelombang biru BN yang besar sekali di seluruh Malaysia seperti mana dilapo… https://t.co/Q2tuIlEdzy,マレーシア全土でBNが大規模なブルーウェーブで復活したことをディラポ... https://t.co/Q2tuIlEdzy,21,8,1
IsmailSabri60,1588877503321739264,2022-11-05 12:54:51,Terima kasih kepada semua pendukung gelombang biru #BN di Bera yang turut bersama-sama saya di majlis penamaan calo… https://t.co/3c96miseIX,カロ命名会に参加してくれたベラの #BN ブルーウェーブサポーターの皆さん、ありがとうございました... https://t.co/3c96miseIX,69,32,1
IsmailSabri60,1588798087669370880,2022-11-05 07:39:17,Saya juga ingin mengucapkan terima kasih kepada Suruhanjaya Pilihan Raya (SPR) dan Polis Diraja Malaysia (PDRM) ata… https://t.co/u09VNy6K5B,また、Suruhanjaya Pilihan Raya（SPR）とPolis Diraja Malaysia（PDRM）、あるいは... https://t.co/u09VNy6K5B,36,16,1
